,date,new_confirmed
616,2021-11-13,296.14285714285717
617,2021-11-14,313.57142857142856
618,2021-11-15,327.14285714285717
619,2021-11-16,360.42857142857144
620,2021-11-17,392.14285714285717
621,2021-11-18,412.57142857142856
622,2021-11-19,451.42857142857144
623,2021-11-20,464.14285714285717
624,2021-11-21,466.42857142857144
625,2021-11-22,467.57142857142856
626,2021-11-23,466.14285714285717
627,2021-11-24,471.85714285714283
628,2021-11-25,496.14285714285717
629,2021-11-26,450.2857142857143
630,2021-11-27,444.57142857142856
631,2021-11-28,460.7142857142857
632,2021-11-29,479.7142857142857
633,2021-11-30,515.4285714285714
634,2021-12-01,573.4285714285714
635,2021-12-02,627.0
636,2021-12-03,732.0
637,2021-12-04,790.5714285714286
638,2021-12-05,827.0
639,2021-12-06,834.0
640,2021-12-07,864.7142857142857
641,2021-12-08,847.0
642,2021-12-09,855.1428571428571
643,2021-12-10,870.8571428571429
644,2021-12-11,877.4285714285714
645,2021-12-12,915.4285714285714
646,2021-12-13,919.2857142857143
647,2021-12-14,957.2857142857143
648,2021-12-15,1016.5714285714286
649,2021-12-16,1022.8571428571429
650,2021-12-17,1034.0
651,2021-12-18,1038.142857142857
652,2021-12-19,1015.0
653,2021-12-20,1041.2857142857142
654,2021-12-21,998.4285714285714
655,2021-12-22,1046.5714285714287
656,2021-12-23,1089.0
657,2021-12-24,1127.7142857142858
658,2021-12-25,1155.857142857143
659,2021-12-26,1094.4285714285713
660,2021-12-27,1139.7142857142858
661,2021-12-28,1356.0
662,2021-12-29,1567.4285714285713
663,2021-12-30,1898.4285714285713
664,2021-12-31,2246.5714285714284
665,2022-01-01,2421.5714285714284
666,2022-01-02,2721.1428571428573
667,2022-01-03,2873.0
668,2022-01-04,3147.1428571428573
669,2022-01-05,3494.0
670,2022-01-06,3865.0
671,2022-01-07,4141.428571428572
672,2022-01-08,4484.285714285715
673,2022-01-09,4838.142857142857
674,2022-01-10,5053.571428571428
675,2022-01-11,5070.0
676,2022-01-12,5039.571428571428
677,2022-01-13,4953.285714285715
678,2022-01-14,4912.428571428572
679,2022-01-15,4903.285714285715
680,2022-01-16,4778.142857142857
681,2022-01-17,4688.0
682,2022-01-18,4439.0
683,2022-01-19,4127.285714285715
684,2022-01-20,3784.714285714286
685,2022-01-21,3401.1428571428573
686,2022-01-22,3077.8571428571427
687,2022-01-23,2767.1428571428573
688,2022-01-24,2515.1428571428573
689,2022-01-25,2354.0
690,2022-01-26,2347.285714285714
691,2022-01-27,2128.5714285714284
692,2022-01-28,1971.857142857143
693,2022-01-29,1832.142857142857
694,2022-01-30,1611.0
695,2022-01-31,1525.7142857142858
696,2022-02-01,1434.2857142857142
697,2022-02-02,1148.142857142857
698,2022-02-03,1045.4285714285713
699,2022-02-04,922.2857142857143
700,2022-02-05,816.8571428571429
701,2022-02-06,823.8571428571429
702,2022-02-07,787.0
703,2022-02-08,729.0
704,2022-02-09,670.4285714285714
705,2022-02-10,594.7142857142857
706,2022-02-11,534.8571428571429
707,2022-02-12,483.57142857142856
708,2022-02-13,464.42857142857144
709,2022-02-14,442.85714285714283
710,2022-02-15,395.7142857142857
711,2022-02-16,355.2857142857143
712,2022-02-17,314.7142857142857
713,2022-02-18,298.14285714285717
714,2022-02-19,281.42857142857144
715,2022-02-20,265.0
716,2022-02-21,253.85714285714286
717,2022-02-22,244.42857142857142
718,2022-02-23,228.57142857142858
719,2022-02-24,224.0
720,2022-02-25,209.14285714285714
721,2022-02-26,193.0
722,2022-02-27,187.85714285714286
723,2022-02-28,185.14285714285714
724,2022-03-01,183.85714285714286
