,date,new_confirmed
616,2021-11-13,690.4285714285714
617,2021-11-14,690.4285714285714
618,2021-11-15,797.7142857142857
619,2021-11-16,840.1428571428571
620,2021-11-17,848.2857142857143
621,2021-11-18,837.8571428571429
622,2021-11-19,851.5714285714286
623,2021-11-20,851.5714285714286
624,2021-11-21,851.5714285714286
625,2021-11-22,532.5714285714286
626,2021-11-23,806.5714285714286
627,2021-11-24,790.7142857142857
628,2021-11-25,759.4285714285714
629,2021-11-26,726.0
630,2021-11-27,833.2857142857143
631,2021-11-28,940.5714285714286
632,2021-11-29,1048.857142857143
633,2021-11-30,756.0
634,2021-12-01,852.4285714285714
635,2021-12-02,929.1428571428571
636,2021-12-03,1080.0
637,2021-12-04,972.7142857142857
638,2021-12-05,865.4285714285714
639,2021-12-06,896.4285714285714
640,2021-12-07,978.1428571428571
641,2021-12-08,954.2857142857143
642,2021-12-09,1014.7142857142857
643,2021-12-10,976.7142857142857
644,2021-12-11,976.7142857142857
645,2021-12-12,976.7142857142857
646,2021-12-13,1059.2857142857142
647,2021-12-14,894.0
648,2021-12-15,1252.4285714285713
649,2021-12-16,1197.4285714285713
650,2021-12-17,977.2857142857143
651,2021-12-18,977.2857142857143
652,2021-12-19,977.2857142857143
653,2021-12-20,1311.857142857143
654,2021-12-21,1523.5714285714287
655,2021-12-22,1231.4285714285713
656,2021-12-23,1186.4285714285713
657,2021-12-24,1495.4285714285713
658,2021-12-25,1495.4285714285713
659,2021-12-26,1495.4285714285713
660,2021-12-27,1461.857142857143
661,2021-12-28,1359.4285714285713
662,2021-12-29,1680.7142857142858
663,2021-12-30,2104.0
664,2021-12-31,1795.0
665,2022-01-01,1795.0
666,2022-01-02,1795.0
667,2022-01-03,2989.714285714286
668,2022-01-04,3439.5714285714284
669,2022-01-05,3741.5714285714284
670,2022-01-06,4093.5714285714284
671,2022-01-07,5458.857142857143
672,2022-01-08,5458.857142857143
673,2022-01-09,5458.857142857143
674,2022-01-10,6957.285714285715
675,2022-01-11,7184.857142857143
676,2022-01-12,7800.714285714285
677,2022-01-13,8484.857142857143
678,2022-01-14,9177.0
679,2022-01-15,9177.0
680,2022-01-16,9177.0
681,2022-01-17,10476.285714285714
682,2022-01-18,11118.285714285714
683,2022-01-19,11520.42857142857
684,2022-01-20,11907.857142857143
685,2022-01-21,11789.142857142857
686,2022-01-22,11789.142857142857
687,2022-01-23,11789.142857142857
688,2022-01-24,11411.142857142857
689,2022-01-25,11148.0
690,2022-01-26,11151.142857142857
691,2022-01-27,10396.285714285714
692,2022-01-28,9963.142857142857
693,2022-01-29,9963.142857142857
694,2022-01-30,9963.142857142857
695,2022-01-31,8067.857142857143
696,2022-02-01,7557.714285714285
697,2022-02-02,6247.0
698,2022-02-03,5688.0
699,2022-02-04,4555.857142857143
700,2022-02-05,4555.857142857143
701,2022-02-06,4555.857142857143
702,2022-02-07,2774.285714285714
703,2022-02-08,2363.285714285714
704,2022-02-09,1755.7142857142858
705,2022-02-10,1078.2857142857142
706,2022-02-11,1614.2857142857142
707,2022-02-12,1614.2857142857142
708,2022-02-13,1614.2857142857142
709,2022-02-14,1534.0
710,2022-02-15,1439.142857142857
711,2022-02-16,1669.7142857142858
712,2022-02-17,1829.5714285714287
713,2022-02-18,1077.4285714285713
714,2022-02-19,1077.4285714285713
715,2022-02-20,1077.4285714285713
716,2022-02-21,918.2857142857143
717,2022-02-22,913.0
718,2022-02-23,880.0
719,2022-02-24,886.0
720,2022-02-25,854.1428571428571
721,2022-02-26,854.1428571428571
722,2022-02-27,854.1428571428571
723,2022-02-28,844.8571428571429
724,2022-03-01,832.0
