,date,new_confirmed
616,2021-11-13,778.7142857142857
617,2021-11-14,791.8571428571429
618,2021-11-15,815.0
619,2021-11-16,851.2857142857143
620,2021-11-17,843.7142857142857
621,2021-11-18,857.1428571428571
622,2021-11-19,881.8571428571429
623,2021-11-20,886.7142857142857
624,2021-11-21,913.4285714285714
625,2021-11-22,929.8571428571429
626,2021-11-23,935.2857142857143
627,2021-11-24,951.5714285714286
628,2021-11-25,956.7142857142857
629,2021-11-26,944.5714285714286
630,2021-11-27,898.0
631,2021-11-28,874.0
632,2021-11-29,864.0
633,2021-11-30,936.0
634,2021-12-01,969.8571428571429
635,2021-12-02,1071.7142857142858
636,2021-12-03,1172.142857142857
637,2021-12-04,1340.0
638,2021-12-05,1364.857142857143
639,2021-12-06,1396.0
640,2021-12-07,1388.2857142857142
641,2021-12-08,1397.5714285714287
642,2021-12-09,1353.5714285714287
643,2021-12-10,1360.0
644,2021-12-11,1270.5714285714287
645,2021-12-12,1320.4285714285713
646,2021-12-13,1387.7142857142858
647,2021-12-14,1462.857142857143
648,2021-12-15,1603.5714285714287
649,2021-12-16,1835.7142857142858
650,2021-12-17,2091.4285714285716
651,2021-12-18,2393.285714285714
652,2021-12-19,2552.1428571428573
653,2021-12-20,2514.0
654,2021-12-21,3189.1428571428573
655,2021-12-22,3536.1428571428573
656,2021-12-23,4162.0
657,2021-12-24,5176.428571428572
658,2021-12-25,6116.428571428572
659,2021-12-26,6648.857142857143
660,2021-12-27,7306.428571428572
661,2021-12-28,7426.571428571428
662,2021-12-29,8468.57142857143
663,2021-12-30,9600.857142857143
664,2021-12-31,9954.285714285714
665,2022-01-01,10666.142857142857
666,2022-01-02,11393.42857142857
667,2022-01-03,12699.142857142857
668,2022-01-04,13839.285714285714
669,2022-01-05,13739.42857142857
670,2022-01-06,13492.42857142857
671,2022-01-07,13447.857142857143
672,2022-01-08,13284.142857142857
673,2022-01-09,14224.714285714286
674,2022-01-10,13542.857142857143
675,2022-01-11,12836.0
676,2022-01-12,12904.0
677,2022-01-13,12548.0
678,2022-01-14,12219.42857142857
679,2022-01-15,11732.57142857143
680,2022-01-16,10352.57142857143
681,2022-01-17,9872.42857142857
682,2022-01-18,8889.285714285714
683,2022-01-19,7840.857142857143
684,2022-01-20,7555.571428571428
685,2022-01-21,6772.428571428572
686,2022-01-22,6016.571428571428
687,2022-01-23,5383.857142857143
688,2022-01-24,4812.142857142857
689,2022-01-25,4689.571428571428
690,2022-01-26,4510.714285714285
691,2022-01-27,3683.0
692,2022-01-28,3420.4285714285716
693,2022-01-29,3057.0
694,2022-01-30,2802.8571428571427
695,2022-01-31,2564.8571428571427
696,2022-02-01,2423.0
697,2022-02-02,2190.5714285714284
698,2022-02-03,2009.5714285714287
699,2022-02-04,1797.5714285714287
700,2022-02-05,1678.4285714285713
701,2022-02-06,1558.2857142857142
702,2022-02-07,1511.2857142857142
703,2022-02-08,1398.857142857143
704,2022-02-09,1301.857142857143
705,2022-02-10,1148.5714285714287
706,2022-02-11,1011.0
707,2022-02-12,903.5714285714286
708,2022-02-13,839.5714285714286
709,2022-02-14,786.5714285714286
710,2022-02-15,804.8571428571429
711,2022-02-16,798.5714285714286
712,2022-02-17,763.4285714285714
713,2022-02-18,782.5714285714286
714,2022-02-19,648.1428571428571
715,2022-02-20,701.1428571428571
716,2022-02-21,747.8571428571429
717,2022-02-22,664.5714285714286
718,2022-02-23,651.7142857142857
719,2022-02-24,625.7142857142857
720,2022-02-25,637.4285714285714
721,2022-02-26,637.4285714285714
722,2022-02-27,536.2857142857143
723,2022-02-28,535.1428571428571
724,2022-03-01,544.2857142857143
