,date,new_confirmed
616,2021-11-13,430.42857142857144
617,2021-11-14,430.42857142857144
618,2021-11-15,391.85714285714283
619,2021-11-16,387.7142857142857
620,2021-11-17,386.14285714285717
621,2021-11-18,460.0
622,2021-11-19,411.7142857142857
623,2021-11-20,411.7142857142857
624,2021-11-21,411.7142857142857
625,2021-11-22,364.2857142857143
626,2021-11-23,335.57142857142856
627,2021-11-24,341.0
628,2021-11-25,267.14285714285717
629,2021-11-26,282.14285714285717
630,2021-11-27,282.14285714285717
631,2021-11-28,282.14285714285717
632,2021-11-29,277.7142857142857
633,2021-11-30,283.2857142857143
634,2021-12-01,261.7142857142857
635,2021-12-02,310.57142857142856
636,2021-12-03,266.57142857142856
637,2021-12-04,266.57142857142856
638,2021-12-05,266.57142857142856
639,2021-12-06,243.57142857142858
640,2021-12-07,217.42857142857142
641,2021-12-08,232.85714285714286
642,2021-12-09,184.0
643,2021-12-10,202.42857142857142
644,2021-12-11,202.42857142857142
645,2021-12-12,202.42857142857142
646,2021-12-13,182.42857142857142
647,2021-12-14,182.42857142857142
648,2021-12-15,176.71428571428572
649,2021-12-16,176.71428571428572
650,2021-12-17,171.14285714285714
651,2021-12-18,171.14285714285714
652,2021-12-19,171.14285714285714
653,2021-12-20,173.0
654,2021-12-21,173.0
655,2021-12-22,149.0
656,2021-12-23,149.0
657,2021-12-24,91.71428571428571
658,2021-12-25,91.71428571428571
659,2021-12-26,91.71428571428571
660,2021-12-27,150.28571428571428
661,2021-12-28,150.28571428571428
662,2021-12-29,252.57142857142858
663,2021-12-30,252.57142857142858
664,2021-12-31,252.57142857142858
665,2022-01-01,252.57142857142858
666,2022-01-02,252.57142857142858
667,2022-01-03,532.2857142857143
668,2022-01-04,532.2857142857143
669,2022-01-05,612.5714285714286
670,2022-01-06,612.5714285714286
671,2022-01-07,1121.857142857143
672,2022-01-08,1121.857142857143
673,2022-01-09,1121.857142857143
674,2022-01-10,1179.5714285714287
675,2022-01-11,1179.5714285714287
676,2022-01-12,1591.0
677,2022-01-13,1591.0
678,2022-01-14,1841.857142857143
679,2022-01-15,1841.857142857143
680,2022-01-16,1841.857142857143
681,2022-01-17,1386.142857142857
682,2022-01-18,1386.142857142857
683,2022-01-19,2182.4285714285716
684,2022-01-20,2182.4285714285716
685,2022-01-21,2326.1428571428573
686,2022-01-22,2326.1428571428573
687,2022-01-23,2326.1428571428573
688,2022-01-24,3121.0
689,2022-01-25,3121.0
690,2022-01-26,2466.714285714286
691,2022-01-27,2466.714285714286
692,2022-01-28,2375.5714285714284
693,2022-01-29,2375.5714285714284
694,2022-01-30,2375.5714285714284
695,2022-01-31,2198.285714285714
696,2022-02-01,2198.285714285714
697,2022-02-02,2007.7142857142858
698,2022-02-03,2007.7142857142858
699,2022-02-04,1732.142857142857
700,2022-02-05,1732.142857142857
701,2022-02-06,1732.142857142857
702,2022-02-07,1546.2857142857142
703,2022-02-08,1546.2857142857142
704,2022-02-09,1286.0
705,2022-02-10,1286.0
706,2022-02-11,1013.5714285714286
707,2022-02-12,1013.5714285714286
708,2022-02-13,1013.5714285714286
709,2022-02-14,841.1428571428571
710,2022-02-15,841.1428571428571
711,2022-02-16,643.2857142857143
712,2022-02-17,643.2857142857143
713,2022-02-18,539.4285714285714
714,2022-02-19,539.4285714285714
715,2022-02-20,539.4285714285714
716,2022-02-21,280.14285714285717
717,2022-02-22,280.14285714285717
718,2022-02-23,410.7142857142857
719,2022-02-24,410.7142857142857
720,2022-02-25,373.0
721,2022-02-26,373.0
722,2022-02-27,373.0
723,2022-02-28,486.85714285714283
724,2022-03-01,486.85714285714283
