,date,new_confirmed
616,2021-11-13,3802.4285714285716
617,2021-11-14,3802.4285714285716
618,2021-11-15,3949.714285714286
619,2021-11-16,4483.857142857143
620,2021-11-17,4223.714285714285
621,2021-11-18,4181.142857142857
622,2021-11-19,4225.428571428572
623,2021-11-20,4225.428571428572
624,2021-11-21,4225.428571428572
625,2021-11-22,4147.142857142857
626,2021-11-23,4225.285714285715
627,2021-11-24,4266.285714285715
628,2021-11-25,3577.714285714286
629,2021-11-26,3432.285714285714
630,2021-11-27,3432.285714285714
631,2021-11-28,3432.285714285714
632,2021-11-29,3403.1428571428573
633,2021-11-30,3571.714285714286
634,2021-12-01,3549.0
635,2021-12-02,4307.142857142857
636,2021-12-03,4528.857142857143
637,2021-12-04,4528.857142857143
638,2021-12-05,4528.857142857143
639,2021-12-06,4755.142857142857
640,2021-12-07,4725.0
641,2021-12-08,4649.714285714285
642,2021-12-09,4426.142857142857
643,2021-12-10,4264.0
644,2021-12-11,4264.0
645,2021-12-12,4264.0
646,2021-12-13,3914.285714285714
647,2021-12-14,3429.285714285714
648,2021-12-15,3311.0
649,2021-12-16,3316.4285714285716
650,2021-12-17,3214.8571428571427
651,2021-12-18,3214.8571428571427
652,2021-12-19,3214.8571428571427
653,2021-12-20,3177.0
654,2021-12-21,2942.4285714285716
655,2021-12-22,3026.285714285714
656,2021-12-23,2968.1428571428573
657,2021-12-24,2420.1428571428573
658,2021-12-25,2420.1428571428573
659,2021-12-26,2420.1428571428573
660,2021-12-27,2528.1428571428573
661,2021-12-28,2882.5714285714284
662,2021-12-29,3226.285714285714
663,2021-12-30,3712.5714285714284
664,2021-12-31,3712.5714285714284
665,2022-01-01,3712.5714285714284
666,2022-01-02,3712.5714285714284
667,2022-01-03,4089.285714285714
668,2022-01-04,4992.142857142857
669,2022-01-05,4839.285714285715
670,2022-01-06,4860.571428571428
671,2022-01-07,5979.0
672,2022-01-08,5979.0
673,2022-01-09,5979.0
674,2022-01-10,6577.428571428572
675,2022-01-11,8474.857142857143
676,2022-01-12,9412.57142857143
677,2022-01-13,10065.857142857143
678,2022-01-14,10597.285714285714
679,2022-01-15,10597.285714285714
680,2022-01-16,10597.285714285714
681,2022-01-17,9031.142857142857
682,2022-01-18,6342.0
683,2022-01-19,11186.57142857143
684,2022-01-20,11176.0
685,2022-01-21,11212.57142857143
686,2022-01-22,11212.57142857143
687,2022-01-23,11212.57142857143
688,2022-01-24,13028.285714285714
689,2022-01-25,16578.14285714286
690,2022-01-26,12428.0
691,2022-01-27,12884.0
692,2022-01-28,13275.857142857143
693,2022-01-29,13275.857142857143
694,2022-01-30,13275.857142857143
695,2022-01-31,13187.0
696,2022-02-01,11165.0
697,2022-02-02,9500.0
698,2022-02-03,8190.142857142857
699,2022-02-04,7056.142857142857
700,2022-02-05,7056.142857142857
701,2022-02-06,7056.142857142857
702,2022-02-07,6161.571428571428
703,2022-02-08,4598.428571428572
704,2022-02-09,4586.0
705,2022-02-10,4443.857142857143
706,2022-02-11,4191.857142857143
707,2022-02-12,4191.857142857143
708,2022-02-13,4191.857142857143
709,2022-02-14,3978.1428571428573
710,2022-02-15,3412.1428571428573
711,2022-02-16,3074.5714285714284
712,2022-02-17,2697.714285714286
713,2022-02-18,2323.0
714,2022-02-19,2323.0
715,2022-02-20,2323.0
716,2022-02-21,1704.4285714285713
717,2022-02-22,1070.0
718,2022-02-23,1422.7142857142858
719,2022-02-24,1307.7142857142858
720,2022-02-25,1119.2857142857142
721,2022-02-26,1119.2857142857142
722,2022-02-27,1119.2857142857142
723,2022-02-28,1273.4285714285713
724,2022-03-01,1285.4285714285713
